date,traded_companies,no_of_transaction,max_price,min_price,closing_price,traded_shares,amount,previous_closing,difference_rs
6/12/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,390.0,390.0,390.0,124.0,48360.0,383.0,7.0
6/13/2011,Arun Valley Hydropower Development Co. Ltd.,33.0,385.0,363.0,364.0,1518.0,561753.0,390.0,-26.0
6/14/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,364.0,328.0,328.0,554.0,189681.0,364.0,-36.0
6/15/2011,Arun Valley Hydropower Development Co. Ltd.,16.0,325.0,311.0,311.0,667.0,213031.0,328.0,-17.0
6/16/2011,Arun Valley Hydropower Development Co. Ltd.,24.0,322.0,308.0,319.0,760.0,240320.0,311.0,8.0
6/19/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,325.0,325.0,325.0,16.0,5200.0,319.0,6.0
6/20/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,357.0,331.0,357.0,101.0,34737.0,325.0,32.0
6/21/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,392.0,364.0,392.0,132.0,50624.0,357.0,35.0
6/23/2011,Arun Valley Hydropower Development Co. Ltd.,16.0,431.0,399.0,430.0,527.0,224066.0,392.0,38.0
6/26/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,441.0,414.0,414.0,530.0,229056.0,430.0,-16.0
6/27/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,406.0,406.0,406.0,30.0,12180.0,414.0,-8.0
6/29/2011,Arun Valley Hydropower Development Co. Ltd.,24.0,398.0,366.0,391.0,1171.0,444112.0,406.0,-15.0
6/30/2011,Arun Valley Hydropower Development Co. Ltd.,21.0,392.0,379.0,390.0,807.0,310943.0,391.0,-1.0
7/3/2011,Arun Valley Hydropower Development Co. Ltd.,22.0,420.0,384.0,402.0,536.0,215333.0,390.0,12.0
7/4/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,398.0,390.0,391.0,304.0,119920.0,402.0,-11.0
7/5/2011,Arun Valley Hydropower Development Co. Ltd.,24.0,421.0,392.0,421.0,1061.0,428149.0,391.0,30.0
7/6/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,431.0,425.0,430.0,166.0,71315.0,421.0,9.0
7/10/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,432.0,422.0,424.0,583.0,247791.0,430.0,-6.0
7/11/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,425.0,417.0,422.0,263.0,110438.0,424.0,-2.0
7/12/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,415.0,411.0,415.0,574.0,237189.0,422.0,-7.0
7/13/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,431.0,420.0,423.0,343.0,145928.0,415.0,8.0
7/14/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,442.0,424.0,438.0,651.0,281592.0,423.0,15.0
7/17/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,454.0,446.0,454.0,47.0,21210.0,438.0,16.0
7/18/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,453.0,428.0,428.0,237.0,104816.0,454.0,-26.0
7/19/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,428.0,425.0,428.0,88.0,37616.0,428.0,0.0
7/20/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,428.0,420.0,420.0,413.0,174740.0,428.0,-8.0
7/21/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,425.0,420.0,425.0,210.0,89045.0,420.0,5.0
7/24/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,433.0,408.0,408.0,259.0,109528.0,425.0,-17.0
7/25/2011,Arun Valley Hydropower Development Co. Ltd.,20.0,408.0,395.0,396.0,609.0,242720.0,408.0,-12.0
7/26/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,403.0,400.0,403.0,142.0,57021.0,396.0,7.0
7/27/2011,Arun Valley Hydropower Development Co. Ltd.,23.0,411.0,402.0,411.0,1348.0,546573.0,403.0,8.0
7/28/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,425.0,417.0,419.0,934.0,392646.0,411.0,8.0
7/31/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,411.0,409.0,410.0,436.0,178620.0,419.0,-9.0
8/1/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,411.0,400.0,411.0,394.0,158743.0,410.0,1.0
8/2/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,410.0,405.0,410.0,483.0,196496.0,411.0,-1.0
8/3/2011,Arun Valley Hydropower Development Co. Ltd.,19.0,415.0,410.0,414.0,390.0,160982.0,410.0,4.0
8/4/2011,Arun Valley Hydropower Development Co. Ltd.,39.0,414.0,406.0,410.0,960.0,392937.0,414.0,-4.0
8/7/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,409.0,400.0,400.0,232.0,93614.0,410.0,-10.0
8/8/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,405.0,400.0,401.0,422.0,169306.0,400.0,1.0
8/9/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,400.0,400.0,400.0,64.0,25600.0,401.0,-1.0
8/10/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,413.0,400.0,413.0,199.0,80620.0,400.0,13.0
8/11/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,417.0,410.0,417.0,126.0,51852.0,413.0,4.0
8/15/2011,Arun Valley Hydropower Development Co. Ltd.,31.0,420.0,412.0,412.0,1060.0,441499.0,417.0,-5.0
8/16/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,410.0,410.0,410.0,156.0,63960.0,412.0,-2.0
8/17/2011,Arun Valley Hydropower Development Co. Ltd.,20.0,406.0,397.0,402.0,1007.0,405173.0,410.0,-8.0
8/18/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,406.0,400.0,404.0,1000.0,402187.0,402.0,2.0
8/22/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,400.0,396.0,399.0,529.0,210935.0,404.0,-5.0
8/23/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,400.0,395.0,400.0,491.0,195241.0,399.0,1.0
8/24/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,395.0,391.0,395.0,446.0,175995.0,400.0,-5.0
8/25/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,391.0,390.0,390.0,87.0,33958.0,395.0,-5.0
8/28/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,383.0,371.0,380.0,569.0,215938.0,390.0,-10.0
8/29/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,394.0,380.0,394.0,287.0,109704.0,380.0,14.0
8/30/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,399.0,385.0,387.0,200.0,78230.0,394.0,-7.0
9/1/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,397.0,386.0,395.0,96.0,37632.0,387.0,8.0
9/4/2011,Arun Valley Hydropower Development Co. Ltd.,24.0,396.0,386.0,386.0,1337.0,521292.0,395.0,-9.0
9/5/2011,Arun Valley Hydropower Development Co. Ltd.,34.0,390.0,375.0,388.0,668.0,257093.0,386.0,2.0
9/6/2011,Arun Valley Hydropower Development Co. Ltd.,33.0,390.0,350.0,350.0,1117.0,413030.0,388.0,-38.0
9/7/2011,Arun Valley Hydropower Development Co. Ltd.,23.0,343.0,315.0,315.0,1022.0,327758.0,350.0,-35.0
9/8/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,321.0,313.0,318.0,1530.0,484037.0,315.0,3.0
9/12/2011,Arun Valley Hydropower Development Co. Ltd.,16.0,325.0,320.0,325.0,724.0,233871.0,318.0,7.0
9/13/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,330.0,324.0,330.0,690.0,224218.0,325.0,5.0
9/14/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,339.0,330.0,339.0,190.0,63336.0,330.0,9.0
9/15/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,350.0,342.0,350.0,453.0,156970.0,339.0,11.0
9/18/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,343.0,343.0,343.0,16.0,5488.0,350.0,-7.0
9/19/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,341.0,330.0,335.0,189.0,63175.0,343.0,-8.0
9/20/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,341.0,329.0,341.0,220.0,73412.0,335.0,6.0
9/21/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,347.0,341.0,341.0,64.0,21984.0,341.0,0.0
9/22/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,354.0,342.0,343.0,370.0,128811.0,341.0,2.0
9/25/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,345.0,345.0,345.0,16.0,5520.0,343.0,2.0
9/26/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,350.0,342.0,342.0,238.0,82729.0,345.0,-3.0
9/27/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,347.0,341.0,344.0,171.0,58917.0,342.0,2.0
9/29/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,338.0,325.0,326.0,284.0,93922.0,344.0,-18.0
10/2/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,330.0,326.0,330.0,64.0,21056.0,326.0,4.0
10/10/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,330.0,330.0,330.0,279.0,92070.0,330.0,0.0
10/12/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,340.0,336.0,340.0,109.0,36996.0,330.0,10.0
10/13/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,348.0,340.0,345.0,317.0,109460.0,340.0,5.0
10/16/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,345.0,342.0,343.0,450.0,155170.0,345.0,-2.0
10/17/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,343.0,338.0,338.0,470.0,161055.0,343.0,-5.0
10/18/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,340.0,338.0,340.0,233.0,78949.0,338.0,2.0
10/19/2011,Arun Valley Hydropower Development Co. Ltd.,25.0,343.0,337.0,343.0,1076.0,365881.0,340.0,3.0
10/20/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,343.0,337.0,340.0,293.0,99578.0,343.0,-3.0
10/23/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,339.0,335.0,339.0,456.0,153366.0,340.0,-1.0
10/24/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,340.0,335.0,337.0,956.0,321389.0,339.0,-2.0
10/25/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,343.0,337.0,340.0,306.0,103848.0,337.0,3.0
10/30/2011,Arun Valley Hydropower Development Co. Ltd.,19.0,346.0,337.0,346.0,721.0,247580.0,340.0,6.0
10/31/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,341.0,340.0,340.0,142.0,48311.0,346.0,-6.0
11/3/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,353.0,346.0,353.0,367.0,128136.0,340.0,13.0
11/6/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,363.0,354.0,360.0,372.0,132982.0,353.0,7.0
11/8/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,367.0,360.0,363.0,726.0,263010.0,360.0,3.0
11/9/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,360.0,350.0,350.0,187.0,66011.0,363.0,-13.0
11/10/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,357.0,352.0,353.0,148.0,52357.0,350.0,3.0
11/13/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,355.0,351.0,354.0,357.0,125913.0,353.0,1.0
11/14/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,355.0,355.0,355.0,314.0,111470.0,354.0,1.0
11/15/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,350.0,350.0,350.0,604.0,211400.0,355.0,-5.0
11/16/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,360.0,350.0,360.0,416.0,148960.0,350.0,10.0
11/17/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,360.0,350.0,356.0,954.0,340374.0,360.0,-4.0
11/20/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,360.0,350.0,350.0,532.0,188546.0,356.0,-6.0
11/21/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,346.0,338.0,346.0,195.0,66606.0,350.0,-4.0
11/22/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,352.0,337.0,343.0,141.0,48937.0,346.0,-3.0
11/23/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,342.0,338.0,342.0,937.0,319504.0,343.0,-1.0
11/24/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,342.0,334.0,334.0,466.0,157163.0,342.0,-8.0
11/27/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,330.0,328.0,330.0,183.0,60306.0,334.0,-4.0
11/28/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,339.0,327.0,339.0,334.0,111130.0,330.0,9.0
11/29/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,340.0,334.0,334.0,155.0,52452.0,339.0,-5.0
11/30/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,334.0,334.0,334.0,224.0,74816.0,334.0,0.0
12/1/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,334.0,328.0,331.0,468.0,154543.0,334.0,-3.0
12/5/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,331.0,326.0,331.0,344.0,113083.0,331.0,0.0
12/6/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,336.0,331.0,332.0,298.0,99107.0,331.0,1.0
12/7/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,334.0,325.0,325.0,164.0,53855.0,332.0,-7.0
12/8/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,336.0,331.0,336.0,48.0,15968.0,325.0,11.0
12/11/2011,Arun Valley Hydropower Development Co. Ltd.,20.0,338.0,328.0,330.0,626.0,208416.0,336.0,-6.0
12/12/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,331.0,328.0,331.0,78.0,25739.0,330.0,1.0
12/13/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,331.0,329.0,329.0,382.0,126094.0,331.0,-2.0
12/14/2011,Arun Valley Hydropower Development Co. Ltd.,29.0,361.0,324.0,327.0,2014.0,693973.0,329.0,-2.0
12/15/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,333.0,324.0,330.0,296.0,96938.0,327.0,3.0
12/18/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,335.0,321.0,323.0,363.0,118009.0,330.0,-7.0
12/19/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,323.0,323.0,323.0,48.0,15504.0,323.0,0.0
12/20/2011,Arun Valley Hydropower Development Co. Ltd.,67.0,326.0,314.0,320.0,1428.0,455014.0,323.0,-3.0
12/21/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,334.0,310.0,328.0,596.0,193145.0,320.0,8.0
12/22/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,322.0,322.0,322.0,70.0,22540.0,328.0,-6.0
12/26/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,326.0,326.0,326.0,174.0,56724.0,322.0,4.0
12/27/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,320.0,314.0,314.0,62.0,19654.0,326.0,-12.0
12/28/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,319.0,319.0,319.0,20.0,6380.0,314.0,5.0
1/1/2012,Arun Valley Hydropower Development Co. Ltd.,17.0,319.0,312.0,312.0,377.0,120030.0,319.0,-7.0
1/2/2012,Arun Valley Hydropower Development Co. Ltd.,35.0,306.0,296.0,304.0,2216.0,663586.0,312.0,-8.0
1/3/2012,Arun Valley Hydropower Development Co. Ltd.,21.0,306.0,300.0,304.0,1677.0,508008.0,304.0,0.0
1/4/2012,Arun Valley Hydropower Development Co. Ltd.,13.0,304.0,295.0,302.0,979.0,292145.0,304.0,-2.0
1/5/2012,Arun Valley Hydropower Development Co. Ltd.,3.0,302.0,297.0,302.0,193.0,57931.0,302.0,0.0
1/8/2012,Arun Valley Hydropower Development Co. Ltd.,9.0,315.0,302.0,314.0,242.0,74543.0,302.0,12.0
1/9/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,322.0,314.0,316.0,643.0,205364.0,314.0,2.0
1/11/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,315.0,305.0,305.0,386.0,119510.0,316.0,-11.0
1/12/2012,Arun Valley Hydropower Development Co. Ltd.,1.0,300.0,300.0,300.0,84.0,25200.0,305.0,-5.0
1/16/2012,Arun Valley Hydropower Development Co. Ltd.,47.0,308.0,305.0,305.0,2213.0,676340.0,300.0,5.0
1/17/2012,Arun Valley Hydropower Development Co. Ltd.,1.0,305.0,305.0,305.0,14.0,4270.0,305.0,0.0
1/18/2012,Arun Valley Hydropower Development Co. Ltd.,2.0,305.0,305.0,305.0,79.0,24095.0,305.0,0.0
1/19/2012,Arun Valley Hydropower Development Co. Ltd.,3.0,301.0,300.0,301.0,112.0,33662.0,305.0,-4.0
1/22/2012,Arun Valley Hydropower Development Co. Ltd.,11.0,304.0,300.0,300.0,376.0,113523.0,301.0,-1.0
1/23/2012,Arun Valley Hydropower Development Co. Ltd.,8.0,306.0,302.0,305.0,189.0,57538.0,300.0,5.0
1/25/2012,Arun Valley Hydropower Development Co. Ltd.,11.0,308.0,302.0,308.0,390.0,119463.0,305.0,3.0
1/26/2012,Arun Valley Hydropower Development Co. Ltd.,23.0,314.0,307.0,307.0,1184.0,367344.0,308.0,-1.0
1/29/2012,Arun Valley Hydropower Development Co. Ltd.,1.0,301.0,301.0,301.0,222.0,66822.0,307.0,-6.0
1/31/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,307.0,303.0,305.0,128.0,39062.0,301.0,4.0
2/1/2012,Arun Valley Hydropower Development Co. Ltd.,17.0,305.0,302.0,304.0,367.0,111110.0,305.0,-1.0
2/2/2012,Arun Valley Hydropower Development Co. Ltd.,9.0,305.0,301.0,304.0,206.0,62734.0,304.0,0.0
2/5/2012,Arun Valley Hydropower Development Co. Ltd.,12.0,310.0,299.0,300.0,501.0,151282.0,304.0,-4.0
2/6/2012,Arun Valley Hydropower Development Co. Ltd.,17.0,301.0,300.0,300.0,479.0,143927.0,300.0,0.0
2/7/2012,Arun Valley Hydropower Development Co. Ltd.,22.0,310.0,294.0,299.0,908.0,273234.0,300.0,-1.0
2/8/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,296.0,294.0,294.0,469.0,138060.0,299.0,-5.0
2/9/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,295.0,290.0,294.0,156.0,45384.0,294.0,0.0
2/12/2012,Arun Valley Hydropower Development Co. Ltd.,10.0,300.0,295.0,296.0,328.0,97231.0,294.0,2.0
2/13/2012,Arun Valley Hydropower Development Co. Ltd.,19.0,301.0,291.0,292.0,1137.0,334654.0,296.0,-4.0
2/14/2012,Arun Valley Hydropower Development Co. Ltd.,7.0,296.0,291.0,296.0,215.0,62995.0,292.0,4.0
2/15/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,297.0,294.0,297.0,173.0,51150.0,296.0,1.0
2/16/2012,Arun Valley Hydropower Development Co. Ltd.,23.0,300.0,296.0,298.0,1144.0,341981.0,297.0,1.0
2/21/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,300.0,299.0,300.0,141.0,42252.0,298.0,2.0
2/23/2012,Arun Valley Hydropower Development Co. Ltd.,17.0,300.0,296.0,296.0,649.0,192980.0,300.0,-4.0
2/26/2012,Arun Valley Hydropower Development Co. Ltd.,24.0,299.0,295.0,296.0,2080.0,618033.0,296.0,0.0
2/27/2012,Arun Valley Hydropower Development Co. Ltd.,18.0,300.0,295.0,297.0,559.0,166281.0,296.0,1.0
2/28/2012,Arun Valley Hydropower Development Co. Ltd.,16.0,301.0,297.0,300.0,539.0,161502.0,297.0,3.0
2/29/2012,Arun Valley Hydropower Development Co. Ltd.,8.0,300.0,298.0,300.0,565.0,169438.0,300.0,0.0
3/1/2012,Arun Valley Hydropower Development Co. Ltd.,5.0,305.0,299.0,299.0,529.0,160981.0,300.0,-1.0
3/4/2012,Arun Valley Hydropower Development Co. Ltd.,15.0,301.0,298.0,301.0,896.0,268798.0,299.0,2.0
3/5/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,307.0,301.0,301.0,225.0,67911.0,301.0,0.0
3/6/2012,Arun Valley Hydropower Development Co. Ltd.,19.0,306.0,301.0,301.0,407.0,123848.0,301.0,0.0
3/11/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,299.0,295.0,299.0,252.0,74809.0,301.0,-2.0
3/12/2012,Arun Valley Hydropower Development Co. Ltd.,7.0,300.0,298.0,299.0,192.0,57376.0,299.0,0.0
3/13/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,299.0,297.0,297.0,367.0,109019.0,299.0,-2.0
3/14/2012,Arun Valley Hydropower Development Co. Ltd.,10.0,297.0,295.0,297.0,275.0,81314.0,297.0,0.0
3/15/2012,Arun Valley Hydropower Development Co. Ltd.,8.0,299.0,294.0,294.0,426.0,125660.0,297.0,-3.0
3/19/2012,Arun Valley Hydropower Development Co. Ltd.,10.0,295.0,292.0,292.0,208.0,61018.0,293.0,-1.0
3/20/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,296.0,291.0,296.0,1110.0,328137.0,292.0,4.0
3/21/2012,Arun Valley Hydropower Development Co. Ltd.,10.0,296.0,293.0,294.0,1444.0,425972.0,296.0,-2.0
3/25/2012,Arun Valley Hydropower Development Co. Ltd.,11.0,295.0,290.0,290.0,616.0,179917.0,294.0,-4.0
3/26/2012,Arun Valley Hydropower Development Co. Ltd.,13.0,290.0,288.0,290.0,1934.0,557718.0,290.0,0.0
3/27/2012,Arun Valley Hydropower Development Co. Ltd.,5.0,290.0,290.0,290.0,95.0,27550.0,290.0,0.0
3/28/2012,Arun Valley Hydropower Development Co. Ltd.,4.0,292.0,290.0,291.0,210.0,60978.0,290.0,1.0
4/1/2012,Arun Valley Hydropower Development Co. Ltd.,8.0,300.0,295.0,300.0,128.0,38288.0,291.0,9.0
4/2/2012,Arun Valley Hydropower Development Co. Ltd.,6.0,295.0,295.0,295.0,139.0,41005.0,300.0,-5.0
4/3/2012,Arun Valley Hydropower Development Co. Ltd.,91.0,300.0,298.0,299.0,5557.0,1659932.0,295.0,4.0
4/4/2012,Arun Valley Hydropower Development Co. Ltd.,14.0,304.0,298.0,298.0,509.0,152647.0,299.0,-1.0
4/5/2012,Arun Valley Hydropower Development Co. Ltd.,94.0,296.0,293.0,295.0,1954.0,575948.0,298.0,-3.0
4/8/2012,Arun Valley Hydropower Development Co. Ltd.,26.0,295.0,285.0,295.0,730.0,211309.0,295.0,0.0
4/9/2012,Arun Valley Hydropower Development Co. Ltd.,14.0,301.0,297.0,298.0,360.0,107207.0,295.0,3.0
4/10/2012,Arun Valley Hydropower Development Co. Ltd.,8.0,300.0,295.0,299.0,219.0,65183.0,298.0,1.0
4/11/2012,Arun Valley Hydropower Development Co. Ltd.,11.0,316.0,303.0,303.0,778.0,241026.0,299.0,4.0
4/12/2012,Arun Valley Hydropower Development Co. Ltd.,13.0,321.0,300.0,321.0,2237.0,709085.0,303.0,18.0
