date,traded_companies,no_of_transaction,max_price,min_price,closing_price,traded_shares,amount,previous_closing,difference_rs
6/8/2010,Arun Valley Hydropower Development Co. Ltd.,4.0,485.0,485.0,485.0,90.0,43650.0,480.0,5.0
6/9/2010,Arun Valley Hydropower Development Co. Ltd.,52.0,490.0,483.0,485.0,1294.0,630312.0,485.0,0.0
6/10/2010,Arun Valley Hydropower Development Co. Ltd.,74.0,485.0,480.0,480.0,2298.0,1103812.0,485.0,-5.0
6/13/2010,Arun Valley Hydropower Development Co. Ltd.,85.0,480.0,468.0,470.0,1902.0,900262.0,480.0,-10.0
6/14/2010,Arun Valley Hydropower Development Co. Ltd.,51.0,475.0,460.0,468.0,1212.0,568448.0,470.0,-2.0
6/15/2010,Arun Valley Hydropower Development Co. Ltd.,62.0,475.0,467.0,470.0,1224.0,575616.0,468.0,2.0
6/16/2010,Arun Valley Hydropower Development Co. Ltd.,35.0,470.0,460.0,465.0,612.0,285016.0,470.0,-5.0
6/17/2010,Arun Valley Hydropower Development Co. Ltd.,30.0,476.0,453.0,466.0,650.0,299096.0,465.0,1.0
6/20/2010,Arun Valley Hydropower Development Co. Ltd.,60.0,471.0,462.0,471.0,1674.0,779370.0,466.0,5.0
6/21/2010,Arun Valley Hydropower Development Co. Ltd.,24.0,470.0,462.0,470.0,610.0,284438.0,471.0,-1.0
6/22/2010,Arun Valley Hydropower Development Co. Ltd.,72.0,470.0,442.0,464.0,1410.0,650928.0,470.0,-6.0
6/23/2010,Arun Valley Hydropower Development Co. Ltd.,53.0,470.0,462.0,470.0,922.0,431810.0,464.0,6.0
6/24/2010,Arun Valley Hydropower Development Co. Ltd.,54.0,470.0,463.0,470.0,938.0,436322.0,470.0,0.0
6/28/2010,Arun Valley Hydropower Development Co. Ltd.,41.0,465.0,460.0,464.0,1240.0,573368.0,470.0,-6.0
6/29/2010,Arun Valley Hydropower Development Co. Ltd.,34.0,464.0,456.0,464.0,776.0,356510.0,464.0,0.0
6/30/2010,Arun Valley Hydropower Development Co. Ltd.,24.0,465.0,452.0,452.0,546.0,251524.0,464.0,-12.0
7/1/2010,Arun Valley Hydropower Development Co. Ltd.,29.0,465.0,452.0,452.0,834.0,385282.0,452.0,0.0
7/4/2010,Arun Valley Hydropower Development Co. Ltd.,82.0,466.0,455.0,460.0,1942.0,894164.0,452.0,8.0
7/5/2010,Arun Valley Hydropower Development Co. Ltd.,14.0,462.0,450.0,462.0,492.0,225618.0,460.0,2.0
7/6/2010,Arun Valley Hydropower Development Co. Ltd.,13.0,470.0,455.0,457.0,382.0,174908.0,462.0,-5.0
7/7/2010,Arun Valley Hydropower Development Co. Ltd.,47.0,465.0,457.0,459.0,1086.0,500082.0,457.0,2.0
7/8/2010,Arun Valley Hydropower Development Co. Ltd.,45.0,459.0,455.0,457.0,1283.0,587768.0,459.0,-2.0
7/11/2010,Arun Valley Hydropower Development Co. Ltd.,35.0,464.0,450.0,464.0,960.0,437978.0,457.0,7.0
7/12/2010,Arun Valley Hydropower Development Co. Ltd.,62.0,460.0,450.0,451.0,1512.0,692076.0,464.0,-13.0
7/13/2010,Arun Valley Hydropower Development Co. Ltd.,19.0,450.0,440.0,450.0,490.0,217934.0,451.0,-1.0
7/14/2010,Arun Valley Hydropower Development Co. Ltd.,78.0,449.0,430.0,449.0,1708.0,758310.0,450.0,-1.0
7/15/2010,Arun Valley Hydropower Development Co. Ltd.,25.0,460.0,456.0,460.0,880.0,404512.0,449.0,11.0
7/18/2010,Arun Valley Hydropower Development Co. Ltd.,45.0,462.0,455.0,462.0,1500.0,688338.0,460.0,2.0
7/19/2010,Arun Valley Hydropower Development Co. Ltd.,15.0,462.0,455.0,460.0,378.0,173964.0,462.0,-2.0
7/20/2010,Arun Valley Hydropower Development Co. Ltd.,32.0,460.0,455.0,455.0,812.0,371966.0,460.0,-5.0
7/21/2010,Arun Valley Hydropower Development Co. Ltd.,33.0,479.0,458.0,479.0,672.0,310100.0,455.0,24.0
7/22/2010,Arun Valley Hydropower Development Co. Ltd.,26.0,480.0,469.0,470.0,524.0,248884.0,479.0,-9.0
7/25/2010,Arun Valley Hydropower Development Co. Ltd.,27.0,466.0,460.0,465.0,474.0,219518.0,470.0,-5.0
7/26/2010,Arun Valley Hydropower Development Co. Ltd.,3.0,462.0,462.0,462.0,84.0,38808.0,465.0,-3.0
7/27/2010,Arun Valley Hydropower Development Co. Ltd.,47.0,470.0,461.0,465.0,876.0,408236.0,462.0,3.0
7/28/2010,Arun Valley Hydropower Development Co. Ltd.,21.0,465.0,460.0,465.0,370.0,171574.0,465.0,0.0
7/29/2010,Arun Valley Hydropower Development Co. Ltd.,27.0,465.0,454.0,455.0,490.0,223594.0,465.0,-10.0
8/1/2010,Arun Valley Hydropower Development Co. Ltd.,71.0,455.0,441.0,448.0,1242.0,555154.0,455.0,-7.0
8/2/2010,Arun Valley Hydropower Development Co. Ltd.,73.0,450.0,440.0,445.0,1190.0,530012.0,448.0,-3.0
8/3/2010,Arun Valley Hydropower Development Co. Ltd.,31.0,450.0,445.0,450.0,546.0,243390.0,445.0,5.0
8/4/2010,Arun Valley Hydropower Development Co. Ltd.,50.0,459.0,450.0,459.0,842.0,379278.0,450.0,9.0
8/5/2010,Arun Valley Hydropower Development Co. Ltd.,29.0,459.0,435.0,452.0,1080.0,482162.0,459.0,-7.0
8/8/2010,Arun Valley Hydropower Development Co. Ltd.,7.0,454.0,450.0,454.0,208.0,93824.0,452.0,2.0
8/9/2010,Arun Valley Hydropower Development Co. Ltd.,15.0,450.0,441.0,443.0,270.0,120360.0,454.0,-11.0
8/10/2010,Arun Valley Hydropower Development Co. Ltd.,13.0,451.0,441.0,451.0,456.0,202864.0,443.0,8.0
8/11/2010,Arun Valley Hydropower Development Co. Ltd.,24.0,443.0,435.0,441.0,326.0,143712.0,451.0,-10.0
8/12/2010,Arun Valley Hydropower Development Co. Ltd.,91.0,449.0,441.0,444.0,1372.0,611520.0,441.0,3.0
8/15/2010,Arun Valley Hydropower Development Co. Ltd.,6.0,444.0,430.0,430.0,108.0,47340.0,444.0,-14.0
8/16/2010,Arun Valley Hydropower Development Co. Ltd.,25.0,440.0,430.0,435.0,422.0,182788.0,430.0,5.0
8/17/2010,Arun Valley Hydropower Development Co. Ltd.,42.0,440.0,430.0,432.0,1254.0,548520.0,435.0,-3.0
8/18/2010,Arun Valley Hydropower Development Co. Ltd.,68.0,435.0,430.0,431.0,1274.0,550354.0,432.0,-1.0
8/19/2010,Arun Valley Hydropower Development Co. Ltd.,27.0,432.0,419.0,420.0,894.0,380270.0,431.0,-11.0
8/22/2010,Arun Valley Hydropower Development Co. Ltd.,31.0,420.0,409.0,410.0,1126.0,465532.0,420.0,-10.0
8/23/2010,Arun Valley Hydropower Development Co. Ltd.,37.0,426.0,410.0,426.0,896.0,375494.0,410.0,16.0
8/26/2010,Arun Valley Hydropower Development Co. Ltd.,42.0,440.0,426.0,440.0,814.0,350528.0,426.0,14.0
8/29/2010,Arun Valley Hydropower Development Co. Ltd.,41.0,440.0,424.0,436.0,1152.0,501184.0,440.0,-4.0
8/30/2010,Arun Valley Hydropower Development Co. Ltd.,48.0,436.0,416.0,416.0,1334.0,575472.0,436.0,-20.0
8/31/2010,Arun Valley Hydropower Development Co. Ltd.,53.0,428.0,410.0,410.0,1356.0,575260.0,416.0,-6.0
9/2/2010,Arun Valley Hydropower Development Co. Ltd.,7.0,415.0,409.0,415.0,192.0,79272.0,410.0,5.0
9/5/2010,Arun Valley Hydropower Development Co. Ltd.,13.0,415.0,380.0,394.0,260.0,101944.0,415.0,-21.0
9/6/2010,Arun Valley Hydropower Development Co. Ltd.,22.0,409.0,394.0,408.0,532.0,212380.0,394.0,14.0
9/7/2010,Arun Valley Hydropower Development Co. Ltd.,31.0,408.0,405.0,408.0,980.0,398034.0,408.0,0.0
9/8/2010,Arun Valley Hydropower Development Co. Ltd.,54.0,415.0,408.0,409.0,1318.0,539690.0,408.0,1.0
9/9/2010,Arun Valley Hydropower Development Co. Ltd.,53.0,409.0,393.0,400.0,1368.0,556674.0,409.0,-9.0
9/12/2010,Arun Valley Hydropower Development Co. Ltd.,74.0,406.0,397.0,400.0,1722.0,695100.0,400.0,0.0
9/13/2010,Arun Valley Hydropower Development Co. Ltd.,64.0,405.0,395.0,401.0,1470.0,592802.0,400.0,1.0
9/14/2010,Arun Valley Hydropower Development Co. Ltd.,94.0,409.0,400.0,403.0,2336.0,945376.0,401.0,2.0
9/15/2010,Arun Valley Hydropower Development Co. Ltd.,24.0,406.0,400.0,406.0,732.0,294284.0,403.0,3.0
9/16/2010,Arun Valley Hydropower Development Co. Ltd.,30.0,410.0,400.0,400.0,806.0,325788.0,406.0,-6.0
9/19/2010,Arun Valley Hydropower Development Co. Ltd.,127.0,413.0,400.0,411.0,2990.0,1212328.0,400.0,11.0
9/20/2010,Arun Valley Hydropower Development Co. Ltd.,38.0,440.0,415.0,440.0,1014.0,437874.0,411.0,29.0
9/21/2010,Arun Valley Hydropower Development Co. Ltd.,57.0,445.0,433.0,440.0,1558.0,687780.0,440.0,0.0
9/23/2010,Arun Valley Hydropower Development Co. Ltd.,99.0,435.0,420.0,425.0,1960.0,837060.0,440.0,-15.0
9/26/2010,Arun Valley Hydropower Development Co. Ltd.,78.0,430.0,422.0,423.0,1800.0,764354.0,425.0,-2.0
9/27/2010,Arun Valley Hydropower Development Co. Ltd.,52.0,443.0,417.0,443.0,926.0,400044.0,423.0,20.0
9/28/2010,Arun Valley Hydropower Development Co. Ltd.,164.0,443.0,433.0,442.0,3644.0,1604976.0,443.0,-1.0
9/29/2010,Arun Valley Hydropower Development Co. Ltd.,61.0,448.0,440.0,441.0,2076.0,918080.0,442.0,-1.0
9/30/2010,Arun Valley Hydropower Development Co. Ltd.,70.0,442.0,433.0,442.0,1228.0,539490.0,441.0,1.0
10/3/2010,Arun Valley Hydropower Development Co. Ltd.,144.0,445.0,434.0,442.0,2608.0,1150724.0,442.0,0.0
10/7/2010,Arun Valley Hydropower Development Co. Ltd.,62.0,484.0,440.0,480.0,1996.0,949798.0,440.0,40.0
10/10/2010,Arun Valley Hydropower Development Co. Ltd.,74.0,480.0,470.0,476.0,1960.0,929280.0,480.0,-4.0
10/11/2010,Arun Valley Hydropower Development Co. Ltd.,26.0,475.0,465.0,467.0,1818.0,854444.0,476.0,-9.0
10/12/2010,Arun Valley Hydropower Development Co. Ltd.,46.0,474.0,465.0,465.0,2024.0,950520.0,467.0,-2.0
10/13/2010,Arun Valley Hydropower Development Co. Ltd.,13.0,462.0,457.0,460.0,252.0,115710.0,465.0,-5.0
10/21/2010,Arun Valley Hydropower Development Co. Ltd.,60.0,466.0,460.0,465.0,1936.0,896548.0,460.0,5.0
10/24/2010,Arun Valley Hydropower Development Co. Ltd.,68.0,474.0,465.0,470.0,1714.0,803746.0,465.0,5.0
10/25/2010,Arun Valley Hydropower Development Co. Ltd.,35.0,487.0,466.0,476.0,668.0,314216.0,470.0,6.0
10/26/2010,Arun Valley Hydropower Development Co. Ltd.,22.0,482.0,473.0,475.0,1282.0,610272.0,476.0,-1.0
10/27/2010,Arun Valley Hydropower Development Co. Ltd.,37.0,481.0,470.0,470.0,1388.0,657516.0,475.0,-5.0
10/28/2010,Arun Valley Hydropower Development Co. Ltd.,32.0,478.0,470.0,475.0,1342.0,635748.0,470.0,5.0
10/31/2010,Arun Valley Hydropower Development Co. Ltd.,64.0,477.0,464.0,475.0,1700.0,802046.0,475.0,0.0
11/2/2010,Arun Valley Hydropower Development Co. Ltd.,19.0,475.0,470.0,475.0,266.0,125748.0,475.0,0.0
11/3/2010,Arun Valley Hydropower Development Co. Ltd.,20.0,483.0,475.0,475.0,2432.0,1161580.0,475.0,0.0
11/4/2010,Arun Valley Hydropower Development Co. Ltd.,11.0,485.0,475.0,482.0,524.0,252050.0,475.0,7.0
11/9/2010,Arun Valley Hydropower Development Co. Ltd.,45.0,480.0,460.0,480.0,1400.0,665868.0,482.0,-2.0
11/10/2010,Arun Valley Hydropower Development Co. Ltd.,21.0,485.0,480.0,485.0,748.0,362458.0,480.0,5.0
11/11/2010,Arun Valley Hydropower Development Co. Ltd.,22.0,490.0,477.0,486.0,656.0,315434.0,485.0,1.0
11/14/2010,Arun Valley Hydropower Development Co. Ltd.,103.0,534.0,486.0,521.0,3838.0,1993684.0,486.0,35.0
11/15/2010,Arun Valley Hydropower Development Co. Ltd.,166.0,535.0,513.0,523.0,5464.0,2859006.0,521.0,2.0
11/16/2010,Arun Valley Hydropower Development Co. Ltd.,211.0,523.0,480.0,520.0,6318.0,3194968.0,523.0,-3.0
11/18/2010,Arun Valley Hydropower Development Co. Ltd.,525.0,525.0,509.0,524.0,14164.0,7335236.0,520.0,4.0
11/22/2010,Arun Valley Hydropower Development Co. Ltd.,7.0,485.0,452.0,452.0,232.0,110918.0,524.0,-72.0
11/24/2010,Arun Valley Hydropower Development Co. Ltd.,7.0,456.0,447.0,447.0,860.0,389600.0,452.0,-5.0
11/25/2010,Arun Valley Hydropower Development Co. Ltd.,1.0,447.0,447.0,447.0,20.0,8940.0,447.0,0.0
11/29/2010,Arun Valley Hydropower Development Co. Ltd.,10.0,452.0,446.0,446.0,246.0,110436.0,447.0,-1.0
11/30/2010,Arun Valley Hydropower Development Co. Ltd.,2.0,445.0,440.0,440.0,400.0,176500.0,446.0,-6.0
12/2/2010,Arun Valley Hydropower Development Co. Ltd.,25.0,442.0,440.0,440.0,728.0,321034.0,440.0,0.0
12/5/2010,Arun Valley Hydropower Development Co. Ltd.,4.0,440.0,432.0,432.0,248.0,108896.0,440.0,-8.0
12/6/2010,Arun Valley Hydropower Development Co. Ltd.,4.0,425.0,423.0,423.0,66.0,27984.0,432.0,-9.0
12/7/2010,Arun Valley Hydropower Development Co. Ltd.,10.0,425.0,402.0,402.0,850.0,350846.0,423.0,-21.0
12/8/2010,Arun Valley Hydropower Development Co. Ltd.,5.0,405.0,402.0,402.0,338.0,136372.0,402.0,0.0
12/9/2010,Arun Valley Hydropower Development Co. Ltd.,3.0,410.0,403.0,410.0,184.0,74852.0,402.0,8.0
12/12/2010,Arun Valley Hydropower Development Co. Ltd.,7.0,425.0,413.0,420.0,518.0,217292.0,410.0,10.0
12/13/2010,Arun Valley Hydropower Development Co. Ltd.,3.0,422.0,418.0,418.0,140.0,58920.0,420.0,-2.0
12/14/2010,Arun Valley Hydropower Development Co. Ltd.,24.0,424.0,418.0,424.0,944.0,397508.0,418.0,6.0
12/15/2010,Arun Valley Hydropower Development Co. Ltd.,4.0,432.0,425.0,425.0,142.0,60574.0,424.0,1.0
12/16/2010,Arun Valley Hydropower Development Co. Ltd.,11.0,428.0,425.0,428.0,196.0,83664.0,425.0,3.0
12/20/2010,Arun Valley Hydropower Development Co. Ltd.,11.0,426.0,425.0,426.0,272.0,115718.0,428.0,-2.0
12/22/2010,Arun Valley Hydropower Development Co. Ltd.,3.0,436.0,430.0,430.0,150.0,64680.0,426.0,4.0
12/23/2010,Arun Valley Hydropower Development Co. Ltd.,9.0,446.0,438.0,439.0,644.0,283222.0,430.0,9.0
12/26/2010,Arun Valley Hydropower Development Co. Ltd.,21.0,445.0,430.0,432.0,2300.0,1001358.0,439.0,-7.0
12/27/2010,Arun Valley Hydropower Development Co. Ltd.,19.0,445.0,435.0,438.0,1762.0,772210.0,432.0,6.0
12/28/2010,Arun Valley Hydropower Development Co. Ltd.,4.0,442.0,438.0,442.0,294.0,129676.0,438.0,4.0
12/29/2010,Arun Valley Hydropower Development Co. Ltd.,15.0,447.0,431.0,447.0,524.0,231310.0,442.0,5.0
1/2/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,449.0,439.0,439.0,466.0,207030.0,447.0,-8.0
1/3/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,445.0,440.0,440.0,162.0,71730.0,439.0,1.0
1/4/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,448.0,439.0,447.0,654.0,290654.0,440.0,7.0
1/5/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,446.0,445.0,445.0,72.0,32054.0,447.0,-2.0
1/6/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,447.0,440.0,445.0,352.0,156644.0,445.0,0.0
1/9/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,450.0,446.0,446.0,416.0,186328.0,445.0,1.0
1/10/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,446.0,445.0,445.0,358.0,159502.0,446.0,-1.0
1/11/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,453.0,441.0,450.0,618.0,276610.0,445.0,5.0
1/13/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,450.0,445.0,447.0,158.0,70494.0,450.0,-3.0
1/16/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,446.0,444.0,446.0,668.0,297066.0,447.0,-1.0
1/17/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,450.0,443.0,450.0,142.0,63704.0,446.0,4.0
1/18/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,451.0,445.0,451.0,788.0,352570.0,450.0,1.0
1/19/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,451.0,450.0,450.0,1031.0,464470.0,451.0,-1.0
1/20/2011,Arun Valley Hydropower Development Co. Ltd.,26.0,452.0,450.0,450.0,630.0,283922.0,450.0,0.0
1/24/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,455.0,450.0,455.0,92.0,41748.0,450.0,5.0
1/31/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,448.0,448.0,448.0,56.0,25088.0,455.0,-7.0
2/1/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,456.0,449.0,456.0,850.0,384570.0,448.0,8.0
2/2/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,459.0,452.0,455.0,456.0,207430.0,456.0,-1.0
2/3/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,458.0,446.0,446.0,366.0,166268.0,455.0,-9.0
2/6/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,463.0,454.0,455.0,800.0,367390.0,446.0,9.0
2/7/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,461.0,456.0,460.0,1072.0,492014.0,455.0,5.0
2/8/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,460.0,450.0,450.0,278.0,126314.0,460.0,-10.0
2/9/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,460.0,454.0,454.0,359.0,164287.0,450.0,4.0
2/10/2011,Arun Valley Hydropower Development Co. Ltd.,21.0,462.0,454.0,459.0,712.0,324732.0,454.0,5.0
2/13/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,460.0,458.0,460.0,672.0,308790.0,459.0,1.0
2/14/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,462.0,456.0,462.0,220.0,101184.0,460.0,2.0
2/15/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,465.0,460.0,460.0,472.0,219130.0,462.0,-2.0
2/16/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,474.0,462.0,474.0,530.0,249102.0,460.0,14.0
2/17/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,482.0,474.0,482.0,706.0,337548.0,474.0,8.0
2/20/2011,Arun Valley Hydropower Development Co. Ltd.,4.0,480.0,474.0,474.0,140.0,66500.0,482.0,-8.0
2/21/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,483.0,483.0,483.0,10.0,4830.0,474.0,9.0
2/22/2011,Arun Valley Hydropower Development Co. Ltd.,2.0,474.0,474.0,474.0,68.0,32232.0,483.0,-9.0
2/23/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,470.0,460.0,460.0,338.0,157628.0,474.0,-14.0
2/24/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,460.0,460.0,460.0,20.0,9200.0,460.0,0.0
2/27/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,460.0,460.0,460.0,82.0,37720.0,460.0,0.0
2/28/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,460.0,452.0,452.0,546.0,247184.0,460.0,-8.0
3/1/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,454.0,450.0,454.0,990.0,447424.0,452.0,2.0
3/3/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,469.0,452.0,460.0,198.0,91616.0,454.0,6.0
3/7/2011,Arun Valley Hydropower Development Co. Ltd.,41.0,460.0,452.0,458.0,1390.0,631158.0,460.0,-2.0
3/9/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,458.0,452.0,455.0,304.0,138788.0,458.0,-3.0
3/10/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,455.0,450.0,454.0,165.0,74947.0,455.0,-1.0
3/13/2011,Arun Valley Hydropower Development Co. Ltd.,14.0,450.0,443.0,445.0,275.0,123166.0,454.0,-9.0
3/14/2011,Arun Valley Hydropower Development Co. Ltd.,44.0,440.0,430.0,430.0,1613.0,700699.0,445.0,-15.0
3/15/2011,Arun Valley Hydropower Development Co. Ltd.,25.0,433.0,417.0,417.0,783.0,333175.0,430.0,-13.0
3/16/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,412.0,400.0,412.0,606.0,246866.0,417.0,-5.0
3/17/2011,Arun Valley Hydropower Development Co. Ltd.,47.0,425.0,410.0,423.0,3472.0,1443959.0,412.0,11.0
3/20/2011,Arun Valley Hydropower Development Co. Ltd.,22.0,431.0,420.0,426.0,584.0,249658.0,423.0,3.0
3/21/2011,Arun Valley Hydropower Development Co. Ltd.,21.0,430.0,422.0,425.0,949.0,403106.0,426.0,-1.0
3/22/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,429.0,422.0,429.0,612.0,260339.0,425.0,4.0
3/23/2011,Arun Valley Hydropower Development Co. Ltd.,27.0,430.0,424.0,425.0,537.0,229331.0,429.0,-4.0
3/24/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,429.0,421.0,425.0,523.0,222547.0,425.0,0.0
3/27/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,425.0,423.0,425.0,212.0,90036.0,425.0,0.0
3/28/2011,Arun Valley Hydropower Development Co. Ltd.,23.0,430.0,411.0,412.0,774.0,323934.0,425.0,-13.0
3/29/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,420.0,412.0,420.0,413.0,171317.0,412.0,8.0
3/30/2011,Arun Valley Hydropower Development Co. Ltd.,25.0,420.0,413.0,414.0,962.0,400045.0,420.0,-6.0
3/31/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,428.0,420.0,428.0,255.0,108112.0,414.0,14.0
4/4/2011,Arun Valley Hydropower Development Co. Ltd.,24.0,428.0,421.0,425.0,905.0,384118.0,428.0,-3.0
4/5/2011,Arun Valley Hydropower Development Co. Ltd.,35.0,421.0,416.0,418.0,1084.0,453706.0,425.0,-7.0
4/6/2011,Arun Valley Hydropower Development Co. Ltd.,25.0,418.0,408.0,417.0,749.0,309643.0,418.0,-1.0
4/7/2011,Arun Valley Hydropower Development Co. Ltd.,20.0,422.0,417.0,418.0,392.0,164920.0,417.0,1.0
4/10/2011,Arun Valley Hydropower Development Co. Ltd.,46.0,428.0,415.0,417.0,1185.0,500482.0,418.0,-1.0
4/11/2011,Arun Valley Hydropower Development Co. Ltd.,9.0,417.0,414.0,417.0,241.0,100171.0,417.0,0.0
4/17/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,425.0,417.0,417.0,147.0,61458.0,417.0,0.0
4/18/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,423.0,412.0,415.0,313.0,130551.0,417.0,-2.0
4/19/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,416.0,407.0,415.0,565.0,233739.0,415.0,0.0
4/20/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,419.0,410.0,415.0,666.0,275635.0,415.0,0.0
4/21/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,416.0,411.0,416.0,285.0,118094.0,415.0,1.0
4/25/2011,Arun Valley Hydropower Development Co. Ltd.,21.0,428.0,412.0,420.0,497.0,209309.0,416.0,4.0
4/26/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,425.0,425.0,425.0,16.0,6800.0,420.0,5.0
4/27/2011,Arun Valley Hydropower Development Co. Ltd.,12.0,423.0,420.0,422.0,360.0,151504.0,425.0,-3.0
4/28/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,419.0,409.0,413.0,700.0,289054.0,422.0,-9.0
5/2/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,413.0,405.0,412.0,288.0,117516.0,413.0,-1.0
5/3/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,408.0,393.0,393.0,596.0,240399.0,412.0,-19.0
5/4/2011,Arun Valley Hydropower Development Co. Ltd.,16.0,404.0,393.0,400.0,576.0,229705.0,393.0,7.0
5/5/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,397.0,390.0,397.0,312.0,122140.0,400.0,-3.0
5/8/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,400.0,399.0,400.0,113.0,45153.0,397.0,3.0
5/9/2011,Arun Valley Hydropower Development Co. Ltd.,1.0,393.0,393.0,393.0,17.0,6681.0,400.0,-7.0
5/10/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,408.0,400.0,403.0,484.0,195059.0,393.0,10.0
5/11/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,407.0,400.0,406.0,394.0,159505.0,403.0,3.0
5/12/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,422.0,414.0,417.0,373.0,155167.0,406.0,11.0
5/15/2011,Arun Valley Hydropower Development Co. Ltd.,15.0,422.0,413.0,420.0,569.0,237491.0,417.0,3.0
5/16/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,433.0,415.0,433.0,339.0,141800.0,420.0,13.0
5/18/2011,Arun Valley Hydropower Development Co. Ltd.,22.0,428.0,418.0,418.0,1159.0,489360.0,433.0,-15.0
5/19/2011,Arun Valley Hydropower Development Co. Ltd.,20.0,425.0,415.0,415.0,445.0,186566.0,418.0,-3.0
5/22/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,407.0,391.0,405.0,479.0,191855.0,415.0,-10.0
5/23/2011,Arun Valley Hydropower Development Co. Ltd.,7.0,405.0,398.0,401.0,208.0,83474.0,405.0,-4.0
5/24/2011,Arun Valley Hydropower Development Co. Ltd.,3.0,395.0,393.0,395.0,93.0,36673.0,401.0,-6.0
5/25/2011,Arun Valley Hydropower Development Co. Ltd.,6.0,405.0,395.0,405.0,121.0,48421.0,395.0,10.0
5/26/2011,Arun Valley Hydropower Development Co. Ltd.,11.0,410.0,400.0,400.0,215.0,86991.0,405.0,-5.0
5/30/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,410.0,400.0,410.0,286.0,115154.0,400.0,10.0
5/31/2011,Arun Valley Hydropower Development Co. Ltd.,16.0,410.0,396.0,396.0,384.0,156130.0,410.0,-14.0
6/1/2011,Arun Valley Hydropower Development Co. Ltd.,18.0,408.0,400.0,408.0,580.0,232692.0,396.0,12.0
6/2/2011,Arun Valley Hydropower Development Co. Ltd.,13.0,411.0,406.0,411.0,373.0,152901.0,408.0,3.0
6/5/2011,Arun Valley Hydropower Development Co. Ltd.,17.0,403.0,390.0,390.0,454.0,179198.0,411.0,-21.0
6/6/2011,Arun Valley Hydropower Development Co. Ltd.,5.0,395.0,390.0,395.0,110.0,43215.0,390.0,5.0
6/7/2011,Arun Valley Hydropower Development Co. Ltd.,8.0,393.0,386.0,386.0,280.0,109326.0,395.0,-9.0
6/8/2011,Arun Valley Hydropower Development Co. Ltd.,22.0,389.0,376.0,384.0,619.0,235356.0,386.0,-2.0
6/9/2011,Arun Valley Hydropower Development Co. Ltd.,10.0,383.0,375.0,383.0,385.0,145771.0,384.0,-1.0
