parameter_name,parameter_code,series_name,data
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:14:00+00:00', 'value': 70.2000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:15:00+00:00', 'value': 52}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:16:00+00:00', 'value': 65.2000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:17:00+00:00', 'value': 55.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:18:00+00:00', 'value': 68.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:19:00+00:00', 'value': 60.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:20:00+00:00', 'value': 63.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:21:00+00:00', 'value': 66}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:22:00+00:00', 'value': 55.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:23:00+00:00', 'value': 54.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:24:00+00:00', 'value': 63.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:25:00+00:00', 'value': 58.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:26:00+00:00', 'value': 56.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:27:00+00:00', 'value': 57.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:28:00+00:00', 'value': 63}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:29:00+00:00', 'value': 55.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:30:00+00:00', 'value': 58.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:31:00+00:00', 'value': 60.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:32:00+00:00', 'value': 62.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:33:00+00:00', 'value': 69.0999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:34:00+00:00', 'value': 93.2000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:35:00+00:00', 'value': 64.5999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:36:00+00:00', 'value': 75.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:37:00+00:00', 'value': 68.8000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:38:00+00:00', 'value': 85.2000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:39:00+00:00', 'value': 82.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 56.97161936560936, 'value': 67.4, 'datetime': '2020-03-27T03:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:41:00+00:00', 'value': 87.3000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:42:00+00:00', 'value': 64.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:43:00+00:00', 'value': 58.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:44:00+00:00', 'value': 63.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:45:00+00:00', 'value': 71.3000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:46:00+00:00', 'value': 80.3000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:47:00+00:00', 'value': 76.5999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:48:00+00:00', 'value': 72.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:49:00+00:00', 'value': 63.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:50:00+00:00', 'value': 94.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:51:00+00:00', 'value': 65.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:52:00+00:00', 'value': 101.200004578}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:53:00+00:00', 'value': 61.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:54:00+00:00', 'value': 74.0999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:55:00+00:00', 'value': 74.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:56:00+00:00', 'value': 103.300003052}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:57:00+00:00', 'value': 55.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:58:00+00:00', 'value': 109.700004578}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T03:59:00+00:00', 'value': 80.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:00:00+00:00', 'value': 69.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:01:00+00:00', 'value': 78.0999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:02:00+00:00', 'value': 48.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:03:00+00:00', 'value': 47.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:04:00+00:00', 'value': 62.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:05:00+00:00', 'value': 86.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:06:00+00:00', 'value': 122.900001526}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:07:00+00:00', 'value': 84.0999984741}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:08:00+00:00', 'value': 64.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:09:00+00:00', 'value': 55.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 42.66666666666667, 'value': 51.2, 'datetime': '2020-03-27T04:10:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:11:00+00:00', 'value': 66.2000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:12:00+00:00', 'value': 72.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:13:00+00:00', 'value': 69.8000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:14:00+00:00', 'value': 61}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:15:00+00:00', 'value': 78.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:16:00+00:00', 'value': 59.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:17:00+00:00', 'value': 78.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:18:00+00:00', 'value': 64.7000045776}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:19:00+00:00', 'value': 56.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:20:00+00:00', 'value': 62.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:21:00+00:00', 'value': 57.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:22:00+00:00', 'value': 61.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-27T04:23:00+00:00', 'value': 64.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 60.2, 'datetime': '2020-03-27T04:24:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 58.7999992371, 'datetime': '2020-03-27T04:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 69.9000015259, 'datetime': '2020-03-27T04:26:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 81.8000030518, 'datetime': '2020-03-27T04:27:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 107.099998474, 'datetime': '2020-03-27T04:28:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 63.2000007629, 'datetime': '2020-03-27T04:29:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 58.9000015259, 'datetime': '2020-03-27T04:30:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 71.5999984741, 'datetime': '2020-03-27T04:31:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 81.0999984741, 'datetime': '2020-03-27T04:32:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 110.5, 'datetime': '2020-03-27T04:33:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 73.9000015259, 'datetime': '2020-03-27T04:34:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 64, 'datetime': '2020-03-27T04:35:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 51.5, 'datetime': '2020-03-27T04:36:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 61.5, 'datetime': '2020-03-27T04:37:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 57.5, 'datetime': '2020-03-27T04:38:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 64.8000030518, 'datetime': '2020-03-27T04:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 174.300003052, 'datetime': '2020-03-27T04:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 159.199996948, 'datetime': '2020-03-27T04:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 94.5999984741, 'datetime': '2020-03-27T04:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.5, 'datetime': '2020-03-27T04:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.4000015259, 'datetime': '2020-03-27T04:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.6000022888, 'datetime': '2020-03-27T04:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 78.5, 'datetime': '2020-03-27T04:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 312.100006104, 'datetime': '2020-03-27T04:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 56.4000015259, 'datetime': '2020-03-27T04:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 149, 'datetime': '2020-03-27T04:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 101.599998474, 'datetime': '2020-03-27T04:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.7999992371, 'datetime': '2020-03-27T04:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.2999992371, 'datetime': '2020-03-27T04:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 124.700004578, 'datetime': '2020-03-27T04:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 141.300003052, 'datetime': '2020-03-27T04:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 90.5999984741, 'datetime': '2020-03-27T04:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 62.4000015259, 'datetime': '2020-03-27T04:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 69.4000015259, 'datetime': '2020-03-27T04:57:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 80.2000045776, 'datetime': '2020-03-27T04:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 122.099998474, 'datetime': '2020-03-27T04:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 89.2000045776, 'datetime': '2020-03-27T05:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 78.2000045776, 'datetime': '2020-03-27T05:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.4000015259, 'datetime': '2020-03-27T05:02:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 48, 'datetime': '2020-03-27T05:03:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 48.9000015259, 'datetime': '2020-03-27T05:04:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 50.9000015259, 'datetime': '2020-03-27T05:05:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 78.3000030518, 'datetime': '2020-03-27T05:06:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 53.1000022888, 'datetime': '2020-03-27T05:07:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 67.2000045776, 'datetime': '2020-03-27T05:08:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 53, 'datetime': '2020-03-27T05:09:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 93, 'datetime': '2020-03-27T05:10:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 64.5, 'datetime': '2020-03-27T05:11:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 64.5, 'datetime': '2020-03-27T05:12:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 77.0999984741, 'datetime': '2020-03-27T05:13:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 68.5999984741, 'datetime': '2020-03-27T05:14:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 70.4000015259, 'datetime': '2020-03-27T05:15:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 66.5, 'datetime': '2020-03-27T05:16:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 68.5, 'datetime': '2020-03-27T05:17:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 56.2999992371, 'datetime': '2020-03-27T05:18:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 54.7999992371, 'datetime': '2020-03-27T05:19:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.7000007629, 'datetime': '2020-03-27T05:20:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.2000007629, 'datetime': '2020-03-27T05:21:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 59.7000007629, 'datetime': '2020-03-27T05:22:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 68, 'datetime': '2020-03-27T05:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 93.2000045776, 'datetime': '2020-03-27T05:24:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 65.9000015259, 'datetime': '2020-03-27T05:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40, 'datetime': '2020-03-27T05:26:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 54.2000007629, 'datetime': '2020-03-27T05:27:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 50.7000007629, 'datetime': '2020-03-27T05:28:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.7000007629, 'datetime': '2020-03-27T05:29:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.6000022888, 'datetime': '2020-03-27T05:30:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.7000007629, 'datetime': '2020-03-27T05:31:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 43.7999992371, 'datetime': '2020-03-27T05:32:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.4000015259, 'datetime': '2020-03-27T05:33:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.2000007629, 'datetime': '2020-03-27T05:34:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.2000007629, 'datetime': '2020-03-27T05:35:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.4000015259, 'datetime': '2020-03-27T05:36:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.4000015259, 'datetime': '2020-03-27T05:37:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.9000015259, 'datetime': '2020-03-27T05:38:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.2000007629, 'datetime': '2020-03-27T05:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.5, 'datetime': '2020-03-27T05:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 57.2000007629, 'datetime': '2020-03-27T05:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 59, 'datetime': '2020-03-27T05:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 96.3000030518, 'datetime': '2020-03-27T05:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 162.300003052, 'datetime': '2020-03-27T05:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47, 'datetime': '2020-03-27T05:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 156.300003052, 'datetime': '2020-03-27T05:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 49.9000015259, 'datetime': '2020-03-27T05:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 80.5, 'datetime': '2020-03-27T05:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 134.199996948, 'datetime': '2020-03-27T05:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 50.9000015259, 'datetime': '2020-03-27T05:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.4000015259, 'datetime': '2020-03-27T05:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.6000022888, 'datetime': '2020-03-27T05:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 84, 'datetime': '2020-03-27T05:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37, 'datetime': '2020-03-27T05:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 26.3999996185, 'datetime': '2020-03-27T05:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 107.200004578, 'datetime': '2020-03-27T05:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 85.5, 'datetime': '2020-03-27T05:57:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 179.699996948, 'datetime': '2020-03-27T05:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 33.7999992371, 'datetime': '2020-03-27T05:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 132.600006104, 'datetime': '2020-03-27T06:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.2000007629, 'datetime': '2020-03-27T06:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 78.0999984741, 'datetime': '2020-03-27T06:02:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 68.8000030518, 'datetime': '2020-03-27T06:03:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 99, 'datetime': '2020-03-27T06:04:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 186.5, 'datetime': '2020-03-27T06:05:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 135.900009155, 'datetime': '2020-03-27T06:06:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 94.5, 'datetime': '2020-03-27T06:07:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 58.2999992371, 'datetime': '2020-03-27T06:08:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 75.9000015259, 'datetime': '2020-03-27T06:09:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 62.2999992371, 'datetime': '2020-03-27T06:10:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 28.8999996185, 'datetime': '2020-03-27T06:11:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 59, 'datetime': '2020-03-27T06:12:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.7000007629, 'datetime': '2020-03-27T06:13:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46, 'datetime': '2020-03-27T06:14:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.5, 'datetime': '2020-03-27T06:15:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.1000022888, 'datetime': '2020-03-27T06:16:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.4000015259, 'datetime': '2020-03-27T06:17:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 55.6000022888, 'datetime': '2020-03-27T06:18:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 55, 'datetime': '2020-03-27T06:19:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.5, 'datetime': '2020-03-27T06:20:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 127.5, 'datetime': '2020-03-27T06:21:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.5, 'datetime': '2020-03-27T06:22:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 55.2000007629, 'datetime': '2020-03-27T06:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 107.400001526, 'datetime': '2020-03-27T06:24:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 305.100006104, 'datetime': '2020-03-27T06:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.7000007629, 'datetime': '2020-03-27T06:26:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 84.5999984741, 'datetime': '2020-03-27T06:27:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.5, 'datetime': '2020-03-27T06:28:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.5, 'datetime': '2020-03-27T06:29:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.9000015259, 'datetime': '2020-03-27T06:30:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 75.4000015259, 'datetime': '2020-03-27T06:31:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.6000022888, 'datetime': '2020-03-27T06:32:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.2000007629, 'datetime': '2020-03-27T06:33:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.9000015259, 'datetime': '2020-03-27T06:34:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 145.100006104, 'datetime': '2020-03-27T06:35:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.4000015259, 'datetime': '2020-03-27T06:36:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 98.5999984741, 'datetime': '2020-03-27T06:37:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.7000007629, 'datetime': '2020-03-27T06:38:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.2999992371, 'datetime': '2020-03-27T06:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 61.7000007629, 'datetime': '2020-03-27T06:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 86.5, 'datetime': '2020-03-27T06:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 55.6000022888, 'datetime': '2020-03-27T06:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 49.7999992371, 'datetime': '2020-03-27T06:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 103.200004578, 'datetime': '2020-03-27T06:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 132.5, 'datetime': '2020-03-27T06:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 53.2999992371, 'datetime': '2020-03-27T06:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 57.7000007629, 'datetime': '2020-03-27T06:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 27.6000003815, 'datetime': '2020-03-27T06:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 51.1000022888, 'datetime': '2020-03-27T06:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 72.7000045776, 'datetime': '2020-03-27T06:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.2000007629, 'datetime': '2020-03-27T06:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.3000011444, 'datetime': '2020-03-27T06:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 58.2999992371, 'datetime': '2020-03-27T06:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.5, 'datetime': '2020-03-27T06:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 239, 'datetime': '2020-03-27T06:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.8000011444, 'datetime': '2020-03-27T06:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 52.7000007629, 'datetime': '2020-03-27T06:57:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 78.9000015259, 'datetime': '2020-03-27T06:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.7999992371, 'datetime': '2020-03-27T06:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.9000015259, 'datetime': '2020-03-27T07:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.4000015259, 'datetime': '2020-03-27T07:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.1000022888, 'datetime': '2020-03-27T07:02:00+00:00'}"
