parameter_name,parameter_code,series_name,data
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:10:00+00:00', 'value': 36.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:11:00+00:00', 'value': 26.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 24.833333333333336, 'value': 29.8, 'datetime': '2020-03-24T12:12:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:13:00+00:00', 'value': 23.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:14:00+00:00', 'value': 35}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:15:00+00:00', 'value': 28.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:16:00+00:00', 'value': 40.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:17:00+00:00', 'value': 26.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:18:00+00:00', 'value': 57.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:19:00+00:00', 'value': 29}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:20:00+00:00', 'value': 27.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:21:00+00:00', 'value': 53.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:22:00+00:00', 'value': 43.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 30.500000000000004, 'value': 36.6, 'datetime': '2020-03-24T12:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:24:00+00:00', 'value': 28.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:25:00+00:00', 'value': 101.300003052}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:26:00+00:00', 'value': 30.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:27:00+00:00', 'value': 36.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:28:00+00:00', 'value': 37.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:29:00+00:00', 'value': 39.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:30:00+00:00', 'value': 38.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:31:00+00:00', 'value': 29.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:32:00+00:00', 'value': 70.3000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:33:00+00:00', 'value': 34.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:34:00+00:00', 'value': 35.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:35:00+00:00', 'value': 27.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:36:00+00:00', 'value': 32.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:37:00+00:00', 'value': 57.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:38:00+00:00', 'value': 38.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T12:39:00+00:00', 'value': 29.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 30.666666666666664, 'value': 36.8, 'datetime': '2020-03-24T12:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.7999992371, 'datetime': '2020-03-24T12:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.6000022888, 'datetime': '2020-03-24T12:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32, 'datetime': '2020-03-24T12:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.4000015259, 'datetime': '2020-03-24T12:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.2999992371, 'datetime': '2020-03-24T12:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.7000007629, 'datetime': '2020-03-24T12:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.6000022888, 'datetime': '2020-03-24T12:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.8000011444, 'datetime': '2020-03-24T12:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29.6000003815, 'datetime': '2020-03-24T12:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31, 'datetime': '2020-03-24T12:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 68.5, 'datetime': '2020-03-24T12:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.5, 'datetime': '2020-03-24T12:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.9000015259, 'datetime': '2020-03-24T12:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 36.5, 'datetime': '2020-03-24T12:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.2999992371, 'datetime': '2020-03-24T12:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 36.7999992371, 'datetime': '2020-03-24T12:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 28.8999996185, 'datetime': '2020-03-24T12:57:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 27.8999996185, 'datetime': '2020-03-24T12:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.2999992371, 'datetime': '2020-03-24T12:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.2999992371, 'datetime': '2020-03-24T13:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.1000022888, 'datetime': '2020-03-24T13:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 47.2999992371, 'datetime': '2020-03-24T13:02:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.9000015259, 'datetime': '2020-03-24T13:03:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.8000011444, 'datetime': '2020-03-24T13:04:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.6000022888, 'datetime': '2020-03-24T13:05:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44, 'datetime': '2020-03-24T13:06:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.8999996185, 'datetime': '2020-03-24T13:07:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 51.9000015259, 'datetime': '2020-03-24T13:08:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.7000007629, 'datetime': '2020-03-24T13:09:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:10:00+00:00', 'value': 29.7, 'aqi': 24.75}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.5, 'datetime': '2020-03-24T13:11:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29.3000011444, 'datetime': '2020-03-24T13:12:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.2000007629, 'datetime': '2020-03-24T13:13:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.6000022888, 'datetime': '2020-03-24T13:14:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.6000003815, 'datetime': '2020-03-24T13:15:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.3000011444, 'datetime': '2020-03-24T13:16:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31, 'datetime': '2020-03-24T13:17:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.7000007629, 'datetime': '2020-03-24T13:18:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.3000011444, 'datetime': '2020-03-24T13:19:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.7000007629, 'datetime': '2020-03-24T13:20:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 28.7000007629, 'datetime': '2020-03-24T13:21:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.5, 'datetime': '2020-03-24T13:22:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 43.1000022888, 'datetime': '2020-03-24T13:23:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.9000015259, 'datetime': '2020-03-24T13:24:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 28.3999996185, 'datetime': '2020-03-24T13:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:26:00+00:00', 'value': 32, 'aqi': 26.666666666666668}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 33.2000007629, 'datetime': '2020-03-24T13:27:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.2999992371, 'datetime': '2020-03-24T13:28:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29.1000003815, 'datetime': '2020-03-24T13:29:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.6000022888, 'datetime': '2020-03-24T13:30:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.1000003815, 'datetime': '2020-03-24T13:31:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.6000022888, 'datetime': '2020-03-24T13:32:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44, 'datetime': '2020-03-24T13:33:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.2000007629, 'datetime': '2020-03-24T13:34:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 36.4000015259, 'datetime': '2020-03-24T13:35:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.1000022888, 'datetime': '2020-03-24T13:36:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.2000007629, 'datetime': '2020-03-24T13:37:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.8999996185, 'datetime': '2020-03-24T13:38:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29.5, 'datetime': '2020-03-24T13:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:40:00+00:00', 'value': 30.5, 'aqi': 25.416666666666668}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:41:00+00:00', 'value': 47.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:42:00+00:00', 'value': 32.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:43:00+00:00', 'value': 41.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:44:00+00:00', 'value': 35.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:45:00+00:00', 'value': 43.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:46:00+00:00', 'value': 32.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:47:00+00:00', 'value': 33.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:48:00+00:00', 'value': 28.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:49:00+00:00', 'value': 28}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:50:00+00:00', 'value': 30.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:51:00+00:00', 'value': 27.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:52:00+00:00', 'value': 30.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:53:00+00:00', 'value': 28.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:54:00+00:00', 'value': 33.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:55:00+00:00', 'value': 32.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:56:00+00:00', 'value': 42.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:57:00+00:00', 'value': 30.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:58:00+00:00', 'value': 35.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T13:59:00+00:00', 'value': 26.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:00:00+00:00', 'value': 33.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:01:00+00:00', 'value': 37.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:02:00+00:00', 'value': 44.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:03:00+00:00', 'value': 37.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:04:00+00:00', 'value': 33.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:05:00+00:00', 'value': 31.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:06:00+00:00', 'value': 27.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:07:00+00:00', 'value': 30.6000003815}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:08:00+00:00', 'value': 33.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:09:00+00:00', 'value': 46.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.6, 'datetime': '2020-03-24T14:10:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:11:00+00:00', 'value': 36.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:12:00+00:00', 'value': 33.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:13:00+00:00', 'value': 32.6000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:14:00+00:00', 'value': 31.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:15:00+00:00', 'value': 31}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:16:00+00:00', 'value': 29}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:17:00+00:00', 'value': 31}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:18:00+00:00', 'value': 35.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:19:00+00:00', 'value': 31.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:20:00+00:00', 'value': 27.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:21:00+00:00', 'value': 29.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:22:00+00:00', 'value': 35.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:23:00+00:00', 'value': 31.8999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:24:00+00:00', 'value': 30.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29.8, 'datetime': '2020-03-24T14:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:26:00+00:00', 'value': 32.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:27:00+00:00', 'value': 37}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:28:00+00:00', 'value': 33.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:29:00+00:00', 'value': 33.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:30:00+00:00', 'value': 39.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:31:00+00:00', 'value': 30.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:32:00+00:00', 'value': 31.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:33:00+00:00', 'value': 28.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:34:00+00:00', 'value': 30.8000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:35:00+00:00', 'value': 28.3000011444}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:36:00+00:00', 'value': 34.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:37:00+00:00', 'value': 30.2000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T14:38:00+00:00', 'value': 28.3999996185}"
PM10 Inst,PM10_I,PM10 Inst,"{'aqi': 30.25, 'value': 36.3, 'datetime': '2020-03-24T14:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.7000007629, 'datetime': '2020-03-24T14:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.9000015259, 'datetime': '2020-03-24T14:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30.5, 'datetime': '2020-03-24T14:42:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 33.4000015259, 'datetime': '2020-03-24T14:43:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32, 'datetime': '2020-03-24T14:44:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 32.7000007629, 'datetime': '2020-03-24T14:45:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 29, 'datetime': '2020-03-24T14:46:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 30, 'datetime': '2020-03-24T14:47:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 33.4000015259, 'datetime': '2020-03-24T14:48:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 31.3000011444, 'datetime': '2020-03-24T14:49:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.5, 'datetime': '2020-03-24T14:50:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.5, 'datetime': '2020-03-24T14:51:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 33.7000007629, 'datetime': '2020-03-24T14:52:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41, 'datetime': '2020-03-24T14:53:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.4000015259, 'datetime': '2020-03-24T14:54:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.7999992371, 'datetime': '2020-03-24T14:55:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.9000015259, 'datetime': '2020-03-24T14:56:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.5, 'datetime': '2020-03-24T14:57:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 57.5, 'datetime': '2020-03-24T14:58:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.1000022888, 'datetime': '2020-03-24T14:59:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.2999992371, 'datetime': '2020-03-24T15:00:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 63.2000007629, 'datetime': '2020-03-24T15:01:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.6000022888, 'datetime': '2020-03-24T15:02:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.1000022888, 'datetime': '2020-03-24T15:03:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 43.5, 'datetime': '2020-03-24T15:04:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.5, 'datetime': '2020-03-24T15:05:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 35.6000022888, 'datetime': '2020-03-24T15:06:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 46.2999992371, 'datetime': '2020-03-24T15:07:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.5, 'datetime': '2020-03-24T15:08:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 36.7999992371, 'datetime': '2020-03-24T15:09:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.4000015259, 'datetime': '2020-03-24T15:10:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.2000007629, 'datetime': '2020-03-24T15:11:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:12:00+00:00', 'value': 47.6, 'aqi': 39.66666666666667}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 42.9000015259, 'datetime': '2020-03-24T15:13:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 36.7999992371, 'datetime': '2020-03-24T15:14:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.2999992371, 'datetime': '2020-03-24T15:15:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 57.5, 'datetime': '2020-03-24T15:16:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.7000007629, 'datetime': '2020-03-24T15:17:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.2000007629, 'datetime': '2020-03-24T15:18:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.6000022888, 'datetime': '2020-03-24T15:19:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.7000007629, 'datetime': '2020-03-24T15:20:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38, 'datetime': '2020-03-24T15:21:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 45.5, 'datetime': '2020-03-24T15:22:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:23:00+00:00', 'value': 40.9}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.2000007629, 'datetime': '2020-03-24T15:24:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.9000015259, 'datetime': '2020-03-24T15:25:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 40.6000022888, 'datetime': '2020-03-24T15:26:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.7999992371, 'datetime': '2020-03-24T15:27:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.6000022888, 'datetime': '2020-03-24T15:28:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.1000022888, 'datetime': '2020-03-24T15:29:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.7999992371, 'datetime': '2020-03-24T15:30:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 38.2999992371, 'datetime': '2020-03-24T15:31:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.4000015259, 'datetime': '2020-03-24T15:32:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 43, 'datetime': '2020-03-24T15:33:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.5, 'datetime': '2020-03-24T15:34:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 41.2999992371, 'datetime': '2020-03-24T15:35:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.2000007629, 'datetime': '2020-03-24T15:36:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 37.4000015259, 'datetime': '2020-03-24T15:37:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 34.7000007629, 'datetime': '2020-03-24T15:38:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 39.5, 'datetime': '2020-03-24T15:39:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 44.2999992371, 'datetime': '2020-03-24T15:40:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'value': 49.2999992371, 'datetime': '2020-03-24T15:41:00+00:00'}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:42:00+00:00', 'value': 45, 'aqi': 37.5}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:43:00+00:00', 'value': 39.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:44:00+00:00', 'value': 38.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:45:00+00:00', 'value': 67.3000030518}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:46:00+00:00', 'value': 39.2999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:47:00+00:00', 'value': 57.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:48:00+00:00', 'value': 38.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:49:00+00:00', 'value': 39}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:50:00+00:00', 'value': 50.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:51:00+00:00', 'value': 36.7999992371}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:52:00+00:00', 'value': 39.7000007629}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:53:00+00:00', 'value': 41.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:54:00+00:00', 'value': 42.9000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:55:00+00:00', 'value': 39.4000015259}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:56:00+00:00', 'value': 46.1000022888}"
PM10 Inst,PM10_I,PM10 Inst,"{'datetime': '2020-03-24T15:57:00+00:00', 'value': 41.6000022888}"
